Num,baseX,baseY,baseZ,baseR,baseP,baseYaw,base_dX,base_dY,base_dZ,base_dR,base_dP,base_dYaw,LF_HAA,LF_KFE,LF_HFE,LH_HAA,LH_KFE,LH_HFE,RF_HAA,RF_KFE,RF_HFE,RH_HAA,RH_KFE,RH_HFE,dLF_HAA,dLF_KFE,dLF_HFE,dLH_HAA,dLH_KFE,dLH_HFE,dRF_HAA,dRF_KFE,dRF_HFE,dRH_HAA,dRH_KFE,dRH_HFE,P_LFx,P_LFy,P_LFz,P_RFx,P_RFy,P_RFz,P_LHx,P_LHy,P_LHz,P_RHx,P_RHy,P_RHz,F_LFx,F_LFy,F_LFz,F_RFx,F_RFy,F_RFz,F_LHx,F_LHy,F_LHz,F_RHx,F_RHy,F_RHz,User_Command
0,0.557996,-0.1423,-1.45961e-36,1.96518e-31,-3.9317e-31,-0.204439,0.238967,-0.00695303,3.56337e-41,3.7371e-25,-7.47421e-25,-0.0859823,-0.00462337,-1.5694,0.804044,0.00598837,-1.93838,0.951658,-0.00614699,-1.93862,0.964513,-0.00520062,-1.564,0.788653,0.0637095,0.358708,0.696659,0.489613,-0.0379375,-1.45229,-0.533497,-0.0499464,-0.443384,-0.16397,0.440139,0.322121,0.180229,0.167049,-0.198385,0.164522,-0.16532,-0.164218,-0.185602,0.165014,-0.165176,-0.166322,-0.164107,-0.197489,0.241383,-0.147906,0.0228952,0.192608,0.123794,0.0210263,0.0137003,-0.07296,0.113286,0.0241253,0.146914,0.240235,5
1,0.581178,-0.141123,2.01753e-35,3.27925e-31,2.24498e-31,-0.209111,0.275476,0.00697234,-4.96642e-40,5.57944e-25,5.57909e-25,-0.22716,-0.000201191,-1.56451,0.814716,0.0154796,-1.92564,0.918414,-0.0167702,-1.92663,0.950829,-0.00748533,-1.56181,0.790462,0.344292,0.0688251,0.372201,0.435691,1.44148,-1.96158,-0.513815,1.3744,-1.02207,-0.125781,-0.043333,-0.0161457,0.17114,0.164077,-0.199781,0.175765,-0.16598,-0.159201,-0.172202,0.165955,-0.159216,-0.176331,-0.16604,-0.199762,3.88988e-36,-1.53979e-35,1.78077e-35,0,0,0,0,0,0,0.0171651,0.123595,0.322582,3
2,0.586604,-0.142131,7.06329e-36,3.23834e-30,3.22181e-30,-0.215666,0.276221,0.00706617,-8.81109e-41,4.85329e-28,-3.89352e-25,-0.329625,0.0074266,-1.5635,0.81777,0.0229423,-1.88023,0.872679,-0.0250306,-1.88861,0.921449,-0.0107689,-1.56593,0.785685,0.3968,0.0655117,-0.010676,0.29867,3.23105,-2.60056,-0.300706,2.50608,-1.95058,-0.194211,-0.319665,-0.38239,0.17114,0.164077,-0.199781,0.175765,-0.16598,-0.159201,-0.172202,0.165955,-0.159216,-0.176331,-0.16604,-0.199762,0.113745,-0.45878,0.52988,0,0,0,0,0,0,0.139621,-0.034781,0.138431,3
3,0.585441,-0.141103,-1.41255e-35,1.21553e-32,-6.39904e-30,-0.221318,0.263031,0.00799706,1.17526e-40,1.66784e-25,-9.59076e-28,-0.285311,0.015701,-1.56199,0.817991,0.0164321,-1.81264,0.833549,-0.018002,-1.82179,0.87654,-0.0138255,-1.57547,0.780563,0.328593,0.00885454,0.0964411,-1.57504,2.21759,-0.227914,1.68512,3.71583,-2.07339,-0.033972,-0.880374,0.172535,0.168508,0.16496,-0.199937,0.17701,-0.167691,-0.159925,-0.167849,0.167484,-0.159974,-0.176914,-0.166498,-0.199834,0.133658,-0.518875,0.601926,0,0,0,0,0,0,0.0415816,-0.00263765,0.00269886,3
4,0.590614,-0.142102,1.96494e-35,-3.52877e-29,-1.26427e-31,-0.213572,0.263646,0.00809866,-2.45122e-40,-5.28874e-27,-2.42784e-24,0.35286,0.0149944,-1.56763,0.815488,0.00186146,-1.75065,0.807174,-0.00195062,-1.74595,0.840743,-0.0108067,-1.58671,0.784486,-0.331301,-0.576965,-0.392703,-0.489206,5.48844,-2.50892,0.466398,6.51037,-2.77836,0.395205,-0.521208,0.29565,0.168508,0.16496,-0.199937,0.17701,-0.167691,-0.159925,-0.167849,0.167484,-0.159974,-0.176914,-0.166498,-0.199834,0.0458967,1.14456,2.67712,0,0,0,0,0,0,0.95596,-0.442071,-0.0308976,3
5,0.595808,-0.143061,-3.40864e-35,-1.56295e-31,-1.44484e-29,-0.197378,0.264261,0.00820025,4.25212e-40,-8.26694e-25,-1.65552e-24,0.787455,0.0149944,-1.56763,0.815488,0.00186146,-1.75065,0.807174,-0.00195062,-1.74595,0.840743,-0.0108067,-1.58671,0.784486,-0.331301,-0.576965,-0.392703,-0.489206,5.48844,-2.50892,0.466398,6.51037,-2.77836,0.395205,-0.521208,0.29565,0.171323,0.166064,-0.198827,0.178964,-0.164986,-0.193792,-0.16251,0.165034,-0.187629,-0.173818,-0.165805,-0.197446,0.132866,0.0724318,0.514225,0,0,0,1.52062,-0.312469,5.81399,1.19511e-29,9.33008e-30,2.46392e-30,1
6,0.57546,-0.136895,-9.37552e-36,-1.15627e-29,-2.31576e-29,-0.183788,0.211436,0.00968571,7.82153e-41,-1.73246e-27,-3.46855e-27,0.686474,-0.00206302,-1.63522,0.850228,-0.00479451,-1.5931,0.758152,-0.000408142,-1.57597,0.769314,0.00339511,-1.62544,0.856319,0.232726,-2.52519,2.46522,0.601736,1.86007,1.92341,-1.47086,-3.12784,2.1147,0.216432,-1.40772,2.68402,0.171323,0.166064,-0.198827,0.178964,-0.164986,-0.193792,-0.16251,0.165034,-0.187629,-0.173818,-0.165805,-0.197446,0,0,0,0,0,0,3.43631,-1.40228,-0.288604,0,0,0,3
7,0.579654,-0.137476,4.0628e-35,-5.86147e-32,-7.84867e-32,-0.175178,0.211555,0.00980015,-5.06948e-40,-4.61059e-25,-8.82859e-30,0.444092,-0.00206302,-1.63522,0.850228,-0.00479451,-1.5931,0.758152,-0.000408142,-1.57597,0.769314,0.00339511,-1.62544,0.856319,0.232726,-2.52519,2.46522,0.601736,1.86007,1.92341,-1.47086,-3.12784,2.1147,0.216432,-1.40772,2.68402,0.171323,0.166064,-0.198827,0.178964,-0.164986,-0.193792,-0.16251,0.165034,-0.187629,-0.173818,-0.165805,-0.197446,0,0,0,9.2006e-12,7.38096e-12,1.68225e-12,1.11776e-35,-5.13602e-36,-4.97043e-38,0,0,0,2
8,0.584515,-0.140478,6.0794e-37,-9.05515e-30,-2.91742e-34,-0.167214,0.21557,0.0053972,-5.53672e-42,-1.50455e-27,-3.249e-32,0.419751,-0.00206302,-1.63522,0.850228,-0.00479451,-1.5931,0.758152,-0.000408142,-1.57597,0.769314,0.00339511,-1.62544,0.856319,0.232726,-2.52519,2.46522,0.601736,1.86007,1.92341,-1.47086,-3.12784,2.1147,0.216432,-1.40772,2.68402,0.171323,0.166064,-0.198827,0.178964,-0.164986,-0.193792,-0.16251,0.165034,-0.187629,-0.173818,-0.165805,-0.197446,0,0,0,1.66447e-39,1.52846e-38,3.20781e-38,1.4124e-10,1.1506e-10,2.23998e-11,0,0,0,5
9,0.587855,-0.140875,9.53591e-36,1.75323e-33,4.62532e-30,-0.178956,0.204509,0.00483363,-1.21964e-40,2.28718e-31,3.29625e-25,0.0032939,0.0208823,-1.8317,0.95973,0.00813369,-1.573,0.762684,-0.00517137,-1.57111,0.780404,-0.020727,-1.85109,0.927029,0.404329,-3.54417,1.78404,-0.342214,0.115191,0.269732,-0.125279,-0.067372,0.151556,-0.207942,-2.6345,0.215155,0.165854,0.164121,-0.18178,0.175519,-0.166177,-0.199277,-0.169534,0.167651,-0.197608,-0.181179,-0.164616,-0.176894,0,0,0,3.58625e-26,-1.68707e-26,9.57439e-28,0.230505,-0.105986,0.00260487,0,0,0,0
10,0.58511,-0.139772,3.97623e-36,1.15083e-35,1.10003e-29,-0.178901,0.191275,0.00521039,-4.97464e-41,1.33364e-33,1.93395e-27,0.00280496,0.00799841,-1.91951,0.971924,0.00526436,-1.57651,0.776876,-0.00571561,-1.57159,0.790857,-0.00741796,-1.92005,0.956268,-0.533957,-1.2421,-0.174983,0.0804158,-0.0971353,0.215856,0.24971,-0.150056,0.0818607,0.453597,-1.15255,0.737843,0.169215,0.168196,-0.165431,0.174847,-0.166656,-0.199008,-0.171694,0.165727,-0.198833,-0.174044,-0.167893,-0.16434,0,0,0,0.00193093,0.0222546,0.0469165,0.41867,-0.215943,0.0419977,0,0,0,1
11,0.589458,-0.140444,-2.79308e-37,-1.39175e-30,-1.06286e-32,-0.185944,0.191191,0.00528936,4.03673e-42,-2.08582e-28,-2.91054e-25,-0.248084,0.00799841,-1.91951,0.971924,0.00526436,-1.57651,0.776876,-0.00571561,-1.57159,0.790857,-0.00741796,-1.92005,0.956268,-0.533957,-1.2421,-0.174983,0.0804158,-0.0971353,0.215856,0.24971,-0.150056,0.0818607,0.453597,-1.15255,0.737843,0.169215,0.168196,-0.165431,0.174847,-0.166656,-0.199008,-0.171694,0.165727,-0.198833,-0.174044,-0.167893,-0.16434,0,0,0,0.00193093,0.0222546,0.0469165,0.41867,-0.215943,0.0419977,0,0,0,1
12,0.593235,-0.141046,-5.6629e-36,-8.27544e-33,-3.52828e-30,-0.191925,0.191118,0.00535803,7.06704e-41,-8.266e-26,1.64789e-25,-0.291539,-0.00747091,-1.93991,0.955842,-0.00378922,-1.57919,0.788014,0.0051527,-1.57802,0.784768,0.00651769,-1.93954,0.967459,0.929571,1.24991,0.157693,-0.279422,0.283325,-0.039427,0.1763,-0.113688,-0.275042,-0.7426,1.09373,-1.48976,0.176726,0.16444,-0.160422,0.176092,-0.163887,-0.198996,-0.174718,0.164034,-0.199052,-0.174089,-0.16442,-0.160446,0,0,0,0.318798,0.259995,0.0681016,2.46542e-26,-1.14368e-26,6.26231e-28,0,0,0,6
13,0.590666,-0.140569,2.15124e-35,-8.65487e-30,1.73409e-29,-0.189427,0.178113,0.00466249,-1.7901e-40,1.45988e-24,-1.45858e-24,0.0929051,-0.00747091,-1.93991,0.955842,-0.00378922,-1.57919,0.788014,0.0051527,-1.57802,0.784768,0.00651769,-1.93954,0.967459,0.929571,1.24991,0.157693,-0.279422,0.283325,-0.039427,0.1763,-0.113688,-0.275042,-0.7426,1.09373,-1.48976,0.176726,0.16444,-0.160422,0.176092,-0.163887,-0.198996,-0.174718,0.164034,-0.199052,-0.174089,-0.16442,-0.160446,0,0,0,0.318798,0.259995,0.0681016,2.46542e-26,-1.14368e-26,6.26231e-28,0,0,0,6
14,0.59418,-0.141147,-3.80285e-35,7.25904e-30,-7.25157e-30,-0.181477,0.17792,0.00472406,4.74446e-40,1.08908e-27,-5.42184e-25,0.377367,0.00284252,-1.80618,0.886788,0.00391193,-1.57619,0.781143,-0.00459568,-1.57195,0.792834,-0.00262611,-1.80509,0.890692,0.0298096,5.0702,-2.78783,0.369079,-0.159226,-0.140887,-0.328255,-0.00248538,0.444639,-0.030353,5.32019,-2.61671,0.176726,0.16444,-0.160422,0.176092,-0.163887,-0.198996,-0.174718,0.164034,-0.199052,-0.174089,-0.16442,-0.160446,0,0,0,0.0262601,0.160485,0.318962,0.270557,0.169514,0.0464492,0,0,0,2
15,0.591468,-0.140371,2.35774e-38,1.27699e-32,-7.70584e-30,-0.175542,0.164923,0.00454488,-5.75923e-45,-1.4222e-25,2.83288e-25,0.302014,0.00284252,-1.80618,0.886788,0.00391193,-1.57619,0.781143,-0.00459568,-1.57195,0.792834,-0.00262611,-1.80509,0.890692,0.0298096,5.0702,-2.78783,0.369079,-0.159226,-0.140887,-0.328255,-0.00248538,0.444639,-0.030353,5.32019,-2.61671,0.176726,0.16444,-0.160422,0.176092,-0.163887,-0.198996,-0.174718,0.164034,-0.199052,-0.174089,-0.16442,-0.160446,0,0,0,0.0262601,0.160485,0.318962,0.270557,0.169514,0.0464492,0,0,0,2
16,0.594729,-0.140856,-7.64769e-36,6.7543e-30,-1.35113e-29,-0.175971,0.164611,0.00460422,9.54377e-41,5.80973e-25,-5.81984e-25,-0.00287945,-0.00182124,-1.59141,0.793343,0.00195212,-1.59991,0.797534,-0.00277961,-1.5914,0.807785,-0.0064089,-1.58735,0.783268,0.060867,0.940749,0.10069,-0.500222,-2.00802,1.44183,1.06831,-1.85623,1.07055,-0.520958,-0.304149,0.18387,0.178086,0.165517,-0.177397,0.173225,-0.166208,-0.198922,-0.173403,0.166135,-0.198442,-0.172919,-0.165488,-0.177729,7.67879e-42,-3.11336e-41,3.92555e-41,0,0,0,0,0,0,4.42896e-48,-1.69104e-47,2.05623e-47,6
17,0.595444,-0.140667,3.07802e-35,1.09755e-32,2.31582e-29,-0.185675,0.152484,0.0044556,-3.84169e-40,1.7976e-25,1.8323e-25,-0.185718,-0.00182124,-1.59141,0.793343,0.00195212,-1.59991,0.797534,-0.00277961,-1.5914,0.807785,-0.0064089,-1.58735,0.783268,0.060867,0.940749,0.10069,-0.500222,-2.00802,1.44183,1.06831,-1.85623,1.07055,-0.520958,-0.304149,0.18387,0.178086,0.165517,-0.177397,0.173225,-0.166208,-0.198922,-0.173403,0.166135,-0.198442,-0.172919,-0.165488,-0.177729,7.67879e-42,-3.11336e-41,3.92555e-41,0,0,0,0,0,0,4.42896e-48,-1.69104e-47,2.05623e-47,6
18,0.595679,-0.140264,-2.10317e-35,-2.16307e-30,-2.11018e-30,-0.185126,0.146247,0.00499533,1.7488e-40,-3.24094e-28,-3.18158e-28,0.0140761,0.0162106,-1.56811,0.828059,0.000336336,-1.76668,0.81219,-0.00402048,-1.74306,0.81837,-0.00287404,-1.5758,0.811005,-0.165897,0.381278,0.417249,-0.0282472,-2.48155,1.62831,-0.0138848,-3.42607,1.80747,-0.113075,0.809594,0.24667,0.170105,0.16662,-0.198664,0.184902,-0.164806,-0.188255,-0.163361,0.165444,-0.186594,-0.176258,-0.166618,-0.197198,0.473436,-2.11185,2.66942,0,0,0,0,0,0,2.82665e-21,7.98784e-20,1.72098e-19,7
19,0.598567,-0.140703,2.82655e-36,1.4223e-32,-8.0838e-33,-0.178843,0.145776,0.00505669,-3.51621e-41,5.42439e-25,-9.09222e-31,0.299243,0.0162106,-1.56811,0.828059,0.000336336,-1.76668,0.81219,-0.00402048,-1.74306,0.81837,-0.00287404,-1.5758,0.811005,-0.165897,0.381278,0.417249,-0.0282472,-2.48155,1.62831,-0.0138848,-3.42607,1.80747,-0.113075,0.809594,0.24667,0.170105,0.16662,-0.198664,0.184902,-0.164806,-0.188255,-0.163361,0.165444,-0.186594,-0.176258,-0.166618,-0.197198,0.473436,-2.11185,2.66942,0,0,0,0,0,0,2.82665e-21,7.98784e-20,1.72098e-19,7
20,0.613316,-0.144166,-9.54039e-38,5.48244e-30,-2.69758e-33,-0.171868,0.169824,0.00437752,7.77159e-43,8.21454e-28,-9.70435e-26,0.348903,-0.0109053,-1.57365,0.809035,0.00163905,-1.89158,0.89018,0.000214668,-1.89173,0.893398,-0.00578755,-1.56587,0.799252,-0.13917,-0.227983,-0.941971,0.0210253,-1.41726,1.89605,-0.0167877,-2.07918,1.57483,0.37162,-0.124289,-0.503328,0.165758,0.166602,-0.199286,0.184588,-0.165523,-0.175257,-0.162471,0.165275,-0.172478,-0.180802,-0.16638,-0.199391,0.473436,-2.11185,2.66942,0,0,0,0,0,0,2.82665e-21,7.98784e-20,1.72098e-19,3
21,0.616675,-0.14466,-1.30254e-35,1.91535e-32,-9.3895e-30,-0.170586,0.169579,0.00443201,1.62546e-40,2.15065e-30,-9.88698e-25,0.0893865,-0.0109053,-1.57365,0.809035,0.00163905,-1.89158,0.89018,0.000214668,-1.89173,0.893398,-0.00578755,-1.56587,0.799252,-0.13917,-0.227983,-0.941971,0.0210253,-1.41726,1.89605,-0.0167877,-2.07918,1.57483,0.37162,-0.124289,-0.503328,0.172661,0.162936,-0.19961,0.182554,-0.164916,-0.162785,-0.167341,0.165037,-0.162613,-0.176876,-0.16531,-0.199596,0.436241,-1.83544,2.32984,0,0,0,0,0,0,0.0535056,0.539821,1.44288,2
22,0.612333,-0.143156,-1.02538e-35,1.80631e-34,9.04395e-32,-0.175972,0.153048,0.00505299,2.48427e-40,2.76642e-34,3.27083e-29,-0.257532,0.00417516,-1.57234,0.769019,0.000669249,-1.93795,0.971625,-0.00191684,-1.93834,0.9686,0.00297552,-1.57679,0.75952,0.333818,0.196942,-0.869774,0.365257,-0.20635,1.92223,-0.286627,-0.187794,2.00356,-0.347692,0.0631454,-1.45234,0.172661,0.162936,-0.19961,0.182554,-0.164916,-0.162785,-0.167341,0.165037,-0.162613,-0.176876,-0.16531,-0.199596,2.23919e-54,-7.72779e-54,1.01205e-53,0,0,0,0,0,0,1.10955,0.88019,0.217101,6
23,0.615361,-0.143591,-1.07548e-37,-2.7935e-37,1.90446e-32,-0.183438,0.152651,0.00511278,1.50448e-42,6.88242e-37,4.53189e-25,-0.376647,0.00417516,-1.57234,0.769019,0.000669249,-1.93795,0.971625,-0.00191684,-1.93834,0.9686,0.00297552,-1.57679,0.75952,0.333818,0.196942,-0.869774,0.365257,-0.20635,1.92223,-0.286627,-0.187794,2.00356,-0.347692,0.0631454,-1.45234,0.172661,0.162936,-0.19961,0.182554,-0.164916,-0.162785,-0.167341,0.165037,-0.162613,-0.176876,-0.16531,-0.199596,2.23919e-54,-7.72779e-54,1.01205e-53,0,0,0,0,0,0,1.10955,0.88019,0.217101,6
24,0.584009,-0.141369,-1.66919e-35,1.78939e-31,2.04694e-31,-0.186846,0.0830719,-0.00443891,4.1093e-40,3.40522e-25,6.92263e-29,-0.199497,0.00864169,-1.56608,0.726963,0.0145576,-1.86772,1.06802,-0.0113157,-1.85387,1.09129,-0.0119903,-1.57045,0.698663,0.0387824,0.19913,-1.21451,0.310828,4.01038,0.117268,-0.191959,4.07539,-0.164674,0.0507916,0.391256,-1.29947,0.179892,0.166318,-0.199031,0.172054,-0.165616,-0.159568,-0.178836,0.165563,-0.159521,-0.166452,-0.165323,-0.198524,9.13751e-47,-3.69581e-47,3.61573e-48,0,0,0,0,0,0,1.68834e-47,-7.10053e-48,8.31781e-50,2
25,0.585615,-0.141763,-2.17945e-37,-1.58022e-30,-1.77402e-32,-0.185141,0.0820316,-0.0044685,2.97832e-42,-2.36829e-28,-4.68122e-25,0.046587,0.00864169,-1.56608,0.726963,0.0145576,-1.86772,1.06802,-0.0113157,-1.85387,1.09129,-0.0119903,-1.57045,0.698663,0.0387824,0.19913,-1.21451,0.310828,4.01038,0.117268,-0.191959,4.07539,-0.164674,0.0507916,0.391256,-1.29947,0.179892,0.166318,-0.199031,0.172054,-0.165616,-0.159568,-0.178836,0.165563,-0.159521,-0.166452,-0.165323,-0.198524,9.13751e-47,-3.69581e-47,3.61573e-48,0,0,0,0,0,0,1.68834e-47,-7.10053e-48,8.31781e-50,2
26,0.566713,-0.135473,1.53419e-36,-1.86098e-31,-4.20311e-32,-0.180134,0.0372113,-9.48083e-05,-3.76503e-41,-3.5362e-25,-1.42177e-29,0.22357,-0.00295379,-1.57336,0.697908,-0.0138217,-1.63534,0.96275,0.0142147,-1.68032,0.992735,0.0119865,-1.57157,0.728098,-0.708714,-0.560218,-0.115204,0.389764,4.98963,-2.81376,0.744848,3.11252,-1.95494,0.413227,-0.0059091,-0.274192,0.186203,0.166722,-0.199033,0.147303,-0.166886,-0.166311,-0.197434,0.167413,-0.165318,-0.157758,-0.167378,-0.197958,0,0,0,0.0747564,0.151874,0.159344,0,0,0,0,0,0,0
27,0.567431,-0.135605,2.98307e-39,-4.09194e-30,-4.94675e-33,-0.175067,0.0357625,-8.33153e-05,-5.96775e-44,1.14155e-25,-1.14769e-25,0.283901,-0.00295379,-1.57336,0.697908,-0.0138217,-1.63534,0.96275,0.0142147,-1.68032,0.992735,0.0119865,-1.57157,0.728098,-0.708714,-0.560218,-0.115204,0.389764,4.98963,-2.81376,0.744848,3.11252,-1.95494,0.413227,-0.0059091,-0.274192,0.186203,0.166722,-0.199033,0.147303,-0.166886,-0.166311,-0.197434,0.167413,-0.165318,-0.157758,-0.167378,-0.197958,0,0,0,0.0747564,0.151874,0.159344,0,0,0,0,0,0,0
28,0.568121,-0.135729,-1.58838e-36,5.50156e-30,-5.51579e-30,-0.172435,0.0343138,-7.18222e-05,1.98216e-41,8.25081e-28,-8.26682e-28,0.1628,-0.0169022,-1.65726,0.744284,-0.00971373,-1.56845,0.883547,0.0132597,-1.59072,0.924159,0.0203058,-1.66672,0.775431,-0.268082,-2.38258,1.58831,-0.0601464,0.120122,-1.73004,-0.54147,2.02755,-1.93101,-0.069215,-1.96689,1.53044,0.192656,0.164414,-0.19854,0.146398,-0.16235,-0.186839,-0.202883,0.162357,-0.191651,-0.163508,-0.16261,-0.1997,0,0,0,0.0261257,0.316986,0.549941,0,0,0,0,0,0,7
29,0.567273,-0.142282,6.31294e-37,1.24729e-32,-1.79773e-32,-0.171502,0.0326147,-0.0131969,-5.24796e-42,1.40231e-30,-1.97448e-25,0.0605084,-0.0169022,-1.65726,0.744284,-0.00971373,-1.56845,0.883547,0.0132597,-1.59072,0.924159,0.0203058,-1.66672,0.775431,-0.268082,-2.38258,1.58831,-0.0601464,0.120122,-1.73004,-0.54147,2.02755,-1.93101,-0.069215,-1.96689,1.53044,0.192656,0.164414,-0.19854,0.146398,-0.16235,-0.186839,-0.202883,0.162357,-0.191651,-0.163508,-0.16261,-0.1997,0,0,0,0.0261257,0.316986,0.549941,0,0,0,0,0,0,7
30,0.567273,-0.142282,6.31294e-37,1.24729e-32,-1.79773e-32,-0.171502,0.0326147,-0.0131969,-5.24796e-42,1.40231e-30,-1.97448e-25,0.0605084,-0.00876276,-1.83901,0.819633,0.003213,-1.57668,0.801987,0.00061342,-1.57743,0.853325,0.0110085,-1.84136,0.857522,1.55267,-3.72915,1.74858,0.115162,0.100425,-2.09292,-0.416107,0.899211,-2.06124,-1.55024,-2.92687,1.72845,0.192435,0.161989,-0.194395,0.147922,-0.162071,-0.193256,-0.199472,0.1627,-0.198499,-0.162605,-0.161404,-0.193794,0,0,0,1.78571,0.0525081,1.51952,6.19288,-0.350591,0.883511,0,0,0,6
31,0.56509,-0.142303,-6.0753e-37,-2.21409e-30,-2.2154e-30,-0.159297,0.0229867,-0.013399,7.48699e-42,-2.52189e-25,-2.5219e-25,0.37818,-0.00876276,-1.83901,0.819633,0.003213,-1.57668,0.801987,0.00061342,-1.57743,0.853325,0.0110085,-1.84136,0.857522,1.55267,-3.72915,1.74858,0.115162,0.100425,-2.09292,-0.416107,0.899211,-2.06124,-1.55024,-2.92687,1.72845,0.192435,0.161989,-0.194395,0.147922,-0.162071,-0.193256,-0.199472,0.1627,-0.198499,-0.162605,-0.161404,-0.193794,0,0,0,1.78571,0.0525081,1.51952,6.19288,-0.350591,0.883511,0,0,0,6
32,0.565486,-0.142639,-2.30583e-36,-1.02983e-29,-1.03144e-29,-0.156496,0.0214734,-0.0135089,2.87801e-41,-1.54314e-27,-3.91308e-25,0.173276,0.00189684,-1.92577,0.904985,-0.00633171,-1.59604,0.755781,-0.00441441,-1.56907,0.785504,-0.00210162,-1.92579,0.938377,-0.245723,-1.08651,1.90253,-0.392686,-0.345841,-0.448893,0.268834,-0.429385,-1.03991,0.272872,-1.11262,1.73006,0.19139,0.165417,-0.166274,0.165019,-0.165775,-0.199063,-0.17431,0.165614,-0.198439,-0.165181,-0.165461,-0.167029,0,0,0,0.00685985,0.196238,0.53489,3.54004e-20,-1.94601e-20,6.75169e-22,0,0,0,7
33,0.543899,-0.139827,-9.10454e-37,-2.43636e-32,3.93369e-30,-0.161795,-0.0239166,-0.016391,7.59436e-42,-2.73535e-30,5.9031e-28,-0.224029,0.00189684,-1.92577,0.904985,-0.00633171,-1.59604,0.755781,-0.00441441,-1.56907,0.785504,-0.00210162,-1.92579,0.938377,-0.245723,-1.08651,1.90253,-0.392686,-0.345841,-0.448893,0.268834,-0.429385,-1.03991,0.272872,-1.11262,1.73006,0.19139,0.165417,-0.166274,0.165019,-0.165775,-0.199063,-0.17431,0.165614,-0.198439,-0.165181,-0.165461,-0.167029,0,0,0,0.00685985,0.196238,0.53489,3.54004e-20,-1.94601e-20,6.75169e-22,0,0,0,7
34,0.543355,-0.140071,8.51861e-37,-1.24644e-32,1.26601e-33,-0.169968,-0.0258358,-0.0165266,-1.06256e-41,-2.99168e-25,-2.99167e-25,-0.381305,-0.00786412,-1.92312,0.994193,-0.0120199,-1.57933,0.75946,0.00998509,-1.56933,0.771404,0.00843413,-1.92069,1.00966,0.166586,2.21911,-1.78602,0.283491,0.920083,1.75397,-0.261535,0.555102,-0.0247085,-1.02725,4.15199,-3.67219,0.183193,0.1651,-0.160247,0.175958,-0.165579,-0.19919,-0.166202,0.163385,-0.197034,-0.172042,-0.165102,-0.160416,0,0,0,5.86412e-42,-3.66084e-41,4.24882e-41,8.07268e-72,-4.4713e-72,2.13733e-73,0,0,0,6
35,0.540017,-0.138842,5.70257e-37,-5.86651e-30,-5.86649e-30,-0.175149,-0.0336768,-0.0149194,-4.75156e-42,-8.79e-28,-8.78997e-28,-0.262709,-0.00786412,-1.92312,0.994193,-0.0120199,-1.57933,0.75946,0.00998509,-1.56933,0.771404,0.00843413,-1.92069,1.00966,0.166586,2.21911,-1.78602,0.283491,0.920083,1.75397,-0.261535,0.555102,-0.0247085,-1.02725,4.15199,-3.67219,0.183193,0.1651,-0.160247,0.175958,-0.165579,-0.19919,-0.166202,0.163385,-0.197034,-0.172042,-0.165102,-0.160416,0,0,0,5.86412e-42,-3.66084e-41,4.24882e-41,8.07268e-72,-4.4713e-72,2.13733e-73,0,0,0,6
36,0.540017,-0.138842,5.70257e-37,-5.86651e-30,-5.86649e-30,-0.175149,-0.0336768,-0.0149194,-4.75156e-42,-8.79e-28,-8.78997e-28,-0.262709,-0.014181,-1.81204,0.910225,-0.00680111,-1.57679,0.79741,0.00466985,-1.57726,0.801432,0.00904651,-1.77236,0.872336,-0.303528,2.25985,-2.29936,-0.42142,1.10256,0.358715,-0.838522,1.0767,0.168421,-0.12981,5.58737,-3.99915,0.169735,0.16373,-0.161753,0.177646,-0.163005,-0.200122,-0.169004,0.16261,-0.199168,-0.182968,-0.163636,-0.161957,0,0,0,-1.69034e-55,5.6531e-54,1.34602e-53,-1.14265e-47,1.06427e-45,2.60535e-45,0,0,0,0
37,0.533913,-0.138296,5.33399e-40,5.0494e-33,-1.64774e-36,-0.178804,-0.0468271,-0.0152556,-6.26977e-45,1.23686e-25,-2.08013e-34,-0.0543819,-0.014181,-1.81204,0.910225,-0.00680111,-1.57679,0.79741,0.00466985,-1.57726,0.801432,0.00904651,-1.77236,0.872336,-0.303528,2.25985,-2.29936,-0.42142,1.10256,0.358715,-0.838522,1.0767,0.168421,-0.12981,5.58737,-3.99915,0.169735,0.16373,-0.161753,0.177646,-0.163005,-0.200122,-0.169004,0.16261,-0.199168,-0.182968,-0.163636,-0.161957,0,0,0,-1.69034e-55,5.6531e-54,1.34602e-53,-1.14265e-47,1.06427e-45,2.60535e-45,0,0,0,0
